x,y,cls
0.493589159322043,0.690757594789774,1
0.0763210615947916,0.415932945370687,1
0.0526379289545507,0.396234863416544,1
0.234967935853564,0.268791616348204,1
0.169118457204734,0.658724633824729,1
0.407911448729239,0.609613755213728,1
0.0926938539529493,0.147855193169825,1
-0.213604972158766,0.769541979707882,1
0.201191795653202,0.407078047251793,1
0.13170755279388,0.278958647214047,1
0.266131514091088,0.521290794585401,1
0.0891740034726872,0.863741655002711,1
-0.136872704327805,0.525238003532825,1
0.503955823251729,0.213837252989418,1
0.164522760340994,0.687511466115597,1
-0.148935828348982,0.459742273641677,1
0.358127343622214,0.523594405957147,1
0.240495024833606,0.428031348897614,1
0.198424613954955,0.262382078124868,1
0.138230986717444,0.509216736726169,1
-0.362952331865429,0.208922015438056,1
0.285363530019879,0.639620618260152,1
0.0247886243972701,0.825149886574032,1
0.182410053919154,0.554525776809065,1
-0.0132998923844331,0.506840641652624,1
0.0497148520290509,0.723293840606273,1
0.19605311337846,0.404187054419828,1
0.207654330091296,0.795773630830412,1
-0.0144228009988829,0.624966704522209,1
-0.0318056041229181,0.228778826830536,1
-0.213265486055727,0.608122374931705,1
0.353401328731581,0.483105580180667,1
0.336089086587074,0.542961927965914,1
0.0574916172590158,0.632279499799478,1
0.419823127207479,0.355176642714914,1
-0.10612468716947,0.471718058888526,1
-0.0539851692495262,0.372309278031637,1
-0.100331704310151,0.749530760483277,1
-0.203859632698367,0.3436480403549,1
-0.173948184983767,0.526138441408103,1
0.235528655423289,0.214101181050351,1
0.434491311525442,-0.000957364753252476,1
-0.0966419410884306,0.30183694176452,1
-0.161520913125174,0.521257007870592,1
-0.104971607742718,0.503857865458416,1
0.110946841239125,0.269009441100419,1
-0.00103335175634893,0.527342325294922,1
0.166358103930784,0.748391500509213,1
0.277800653620578,0.644690104001617,1
0.192697332398937,0.384494670432913,1
0.104749681034245,0.610910536528323,1
0.047068246060956,0.424193990061881,1
0.311256812061618,0.54668180307285,1
0.420699070337106,0.744935334500739,1
-0.0171180320936913,1.04852748831088,1
0.472632541149124,0.326476564838779,1
0.372002719166328,0.624191134693169,1
0.334924158155344,0.705122298210168,1
0.00922430769006911,0.7566880987731,1
0.221755681003833,0.38655901391651,1
0.303072987724154,0.615962282843449,1
0.121512730807539,0.210772915584399,1
0.199697774330775,0.595444881872125,1
0.401864715474334,0.629912215608088,1
-0.107126175483174,0.680918496819818,1
-0.0890577059403035,0.360705472594793,1
0.00947824684228507,0.413025689894146,1
-0.243056339362834,0.658523301219188,1
0.368004857073721,0.407067268161881,1
0.262026593094603,0.379781051572745,1
0.0334451705271204,0.240542603619115,1
-0.0579109366570741,0.867942582414552,1
0.132343644349777,0.293509993049916,1
-0.0492554605610822,0.53669705333541,1
0.210755754712259,0.351848963716404,1
0.2198939058679,0.6499496476185,1
-0.0417045448363559,0.515376389540745,1
0.0467151713298704,0.348752048382729,1
0.39621521514082,0.460815465956981,1
0.230656073266613,0.427968096266539,1
-0.0787247954127525,0.723022234142485,1
-0.0872576887559219,0.754164199163465,1
0.187175740365075,0.316713947380104,1
-0.0580966204253272,0.848034742125936,1
0.0641276037303602,1.01223189850056,1
-0.0727603616007112,0.289454646922993,1
0.352409733458394,0.432582617229091,1
0.458963937563572,0.986063240513271,1
-0.525135991730605,0.189451191110699,1
0.493296477523401,0.728075632349785,1
0.541617644479357,0.11075533874033,1
0.630611548451966,0.221084832096416,1
0.221277132069203,0.709751947320062,1
0.213355747980325,0.288238288684272,1
0.313832136804713,0.703969805517027,1
0.453752729470654,0.502353286425846,1
0.0891824131237471,0.796209050934491,1
0.343812799006208,0.402944393421444,1
0.221441962159871,0.516908435119646,1
-0.23114858048968,0.124271794607318,1
-0.557796323310646,0.217952553288062,2
-0.585538880770636,0.22585296837017,2
-0.524772629224914,0.133232357560085,2
-0.89334409849687,0.128946731250298,2
-0.274255595709736,0.0877423622445607,2
-0.867912165920425,0.218812595369346,2
-0.317923164797226,0.15003230628938,2
-0.522958804188995,0.281083427392418,2
-0.563213066227888,0.195168606459929,2
-0.44615688970608,0.185342123798284,2
-0.731925352825391,0.254238251233328,2
-0.412563896162694,0.164080859236147,2
-0.457969026310389,0.255065908213123,2
-0.670694532463508,0.224198770826477,2
-0.68622110975619,0.244202734594895,2
-0.691536408806131,0.213332898535485,2
-0.332614380503188,0.287613765164746,2
-0.401409294396331,0.263150902487332,2
-0.683502056537562,0.16854774450395,2
-0.658397173925484,0.156209026793471,2
-0.808060159796762,0.221295491429448,2
-0.724435262836622,0.210640477488983,2
-0.814408208787344,0.259854624420123,2
-0.877941521510478,0.196065309495273,2
-0.755552175718673,0.166332567564786,2
-0.90195657706768,0.304543915089197,2
-0.664794264200782,0.177780392467554,2
-0.736204948334104,0.181852673768588,2
-0.789757407115341,0.215917084803602,2
-0.461464344418791,0.30762615215158,2
-0.531811372916156,0.238479384166458,2
-0.594097892409904,0.252845057169205,2
-0.83784617163533,0.214215387557524,2
-0.5402286287115,0.259294405987293,2
-0.461173724991394,0.239564434553166,2
-0.447913796052483,0.219972083083486,2
-0.784990638448279,0.129716939706374,2
-0.751121895736171,0.196123020937701,2
-0.71483539842066,0.231685245369797,2
-0.706778207746557,0.169602651150785,2
-0.638012299425876,0.140770407224381,2
-0.659546057142847,0.158014694609617,2
-0.625830049518018,0.235971822054956,2
-0.670047251842325,0.0843480543269792,2
-0.959409088786904,0.251959407240337,2
-0.779945169521041,0.152655101112967,2
-0.757737407701069,0.312704086237076,2
-0.67802703386165,0.237726661543664,2
-0.657391580204244,0.271043330845116,2
-0.185430692323558,0.199549650461426,2
-0.796429081914112,0.0963159287725691,2
-0.616989544030652,0.259220213525836,2
-0.726760488838981,0.196875102501581,2
-0.804847056688819,0.229774738163209,2
-0.498254681654472,0.211077854832151,2
-0.571987847312664,0.227008329158619,2
-0.796146088937175,0.207923145384195,2
-0.686370485892273,0.143365158642109,2
-1.03605178471687,0.159059293693669,2
-0.297074552787178,0.230752156166281,2
-0.936800209265012,0.187458456141543,2
-0.346308859867535,0.247083005841591,2
-0.46111717825829,0.182114337769976,2
-0.679672079261194,0.206264163213794,2
-0.345071496147829,0.180188974679542,2
-0.499336290715853,0.208204404924976,2
-0.177186722436812,0.293686764837599,2
-0.192829493971357,0.143129040473011,2
-0.882468846272667,0.188739675250282,2
-1.00530662449085,0.166171511270124,2
-0.555225015687869,0.225266352841265,2
-0.977546124732299,0.245003809575262,2
-0.837516106487436,0.239862039610107,2
-0.701659471877918,0.248235882641033,2
-0.567146754959462,0.112209092634652,2
-0.420030129177081,0.19463756509314,2
-0.692977366335296,0.274574364842829,2
-0.846125495009165,0.138120577380687,2
-0.514608554552006,0.205067714383646,2
-0.443465480627512,0.25590284037071,2
-0.471699467591453,0.176061641241019,2
-0.518892230409984,0.200794071386309,2
-0.433960155336306,0.180123086618376,2
-0.397161759386268,0.297247299407422,2
-0.670221944993206,0.278071043189157,2
-0.563574299199611,0.241252821030701,2
-0.284163385275889,0.20231322451236,2
-0.630013217280864,0.154837029297534,2
-0.227154245593681,0.235243304518073,2
-0.336465718334405,0.215263767551077,2
-0.619851397691456,0.268884580633293,2
-0.336547771469204,0.186446747929979,2
-0.617728363548935,0.213429731356689,2
-0.428839271221065,0.259334985125863,2
-0.741242468522264,0.221308040729266,2
-0.65332673962605,0.185801958017287,2
-0.257275391093994,0.0832971342352408,2
-0.745910522047683,0.203547828123666,2
-0.631745092109942,0.0894651023356389,2
-0.759299810004146,0.221235204489177,2
-0.440633763779803,0.184702417998116,3
-0.171109414428627,0.604098596061873,3
0.0634589500255579,-0.616768569330741,3
-0.0162126175059485,-0.768709279630351,3
-0.347267838427754,-0.167705927483797,3
0.142199827745669,-0.614680689430591,3
-0.144543325309364,0.0550892128496291,3
0.164053135021273,-0.399867233900627,3
-0.28201002749326,0.300806221744734,3
-0.0180436753823901,-0.38576711433873,3
0.135751700891081,-0.316305176919018,3
0.0900496067912131,-0.783470885241606,3
0.184513366094525,-0.512901593706209,3
-0.105088869578606,-0.413117293892919,3
-0.136713678111368,-0.190677659297956,3
0.161629147062215,-0.618551949109388,3
0.0542272472340914,-0.406067745496356,3
0.165905303721079,-0.402167403507809,3
-0.141032567201907,-0.191971416584753,3
0.243674790164861,-0.16179903681895,3
0.0502755346507576,-1.15154838625838,3
-0.207899642154154,-0.118573051627027,3
0.136039501442379,-0.205531055286582,3
-0.0442865375884648,-0.399727815319207,3
0.176352029488032,0.0548200270885871,3
-0.0265123018019982,-0.795919988827837,3
-0.176721758522823,-0.307755311589632,3
-0.0716888943226587,-0.408114978419915,3
0.0613142797193754,-0.353887511005507,3
-0.0704191951071579,-0.450403143325324,3
-0.134087390239011,0.110214381663732,3
-0.0146018694954743,-0.238849224867011,3
0.0559571354258221,-0.679905900328113,3
0.049931122204347,-0.54301630703327,3
-0.0813520592774596,-0.155920028921414,3
-0.0137285296844392,-0.275515046099317,3
-0.00524831848879209,0.0026587215570187,3
-0.21783151003781,-0.0557271064144488,3
-0.10036302507486,-0.454601393943308,3
0.00146347659292706,-0.331063615237469,3
0.440127574366793,-0.860553447065479,3
0.0945622450496951,-0.0194522984855652,3
-0.213303217935132,-0.064450985988438,3
-0.395337357038756,0.559212719383114,3
0.236664377481615,-1.2399816585718,3
0.084164519906043,-0.654955194382497,3
0.133642301522188,-0.724982810128535,3
-0.281197383030978,0.199549566501417,3
-0.19067727959853,0.463513336037385,3
-0.20456200652765,0.333529399088693,3
-0.28108288197694,-0.0388572331991189,3
-0.285171143488194,0.421207984328515,3
0.278979527912026,-0.527463566364708,3
-0.187943072889567,0.162605838222262,3
0.000627401752445356,-0.165873336738954,3
0.130054792986443,-0.217352018493041,3
0.00952683362642209,-0.117831759265788,3
-0.0986294071789027,-0.255184446878006,3
-0.285926832174222,-0.249248525230171,3
-0.193894418822606,-0.17069969127075,3
-0.122724024149732,0.34639569782541,3
-0.0535923307179968,-0.117682717996962,3
-0.0272798216106374,0.485558160572478,3
0.349778206911281,-1.20871805191152,3
0.122226719229785,-1.17890323879213,3
-0.271807827499091,-0.0644094555240887,3
-0.0718974584607278,-0.213422590210033,3
0.264789854655151,-0.350786014625862,3
0.107233054663319,-1.04922355955612,3
-0.125792365791018,0.259837283111932,3
-0.105930926102188,-0.642112621091062,3
-0.0870527043057185,0.344372229813443,3
0.0807169637718527,-0.594936628859523,3
-0.0859064401452949,-0.0502435096006751,3
-0.111393402609038,0.251486036952607,3
-0.0738492128185717,0.0809913232804256,3
-0.162001576450197,-0.26698538602884,3
0.1297697671103,-0.160514240158204,3
-0.141019973661394,-0.340847381236739,3
-0.303694500059078,0.329701760273596,3
-0.104853835099397,-0.297972328101198,3
0.0502851291378896,-0.0355891131342125,3
-0.0409004210221575,-0.25678647473998,3
0.215472500615624,-0.860805554421503,3
-0.0687976618569965,-0.299555850456291,3
-0.229218632688689,0.0960764056502305,3
-0.0234848937263641,-1.03256383352166,3
-0.163027785322344,0.05790761335883,3
0.0408084647362984,-0.413539992667793,3
-0.121120060728753,0.324010568502313,3
0.0127953731176785,-0.401032414819074,3
-0.000338563955381566,-0.460829828685846,3
0.0772037832593167,-0.604059035414863,3
0.0288962047327725,-0.202626290465089,3
-0.0396872328330138,-0.73828832380701,3
-0.144407772838607,-0.392946203755656,3
0.0848648571037361,-0.725628344385134,3
0.180708920035186,-0.0965547135318029,3
-0.0881103115055171,-0.208921333738706,3
0.164738952496778,-0.976074480561578,3
